ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,ADM4_PCODE,ADM4_EN,T_TL_2009,T_TL_2010,T_TL_2011,T_TL_2012,T_TL_2013,T_TL_2014,T_TL_2015,T_TL_2016,T_TL_2017,T_TL
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114172,Belanitra,MG12114172010,Manaripatsa,964,991,1018,1046,1074,1103,1133,1164,1195,1227
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199001,Antsahalava,1441,1481,1522,1563,1606,1649,1694,1740,1787,1835
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199002,Amorona,1322,1358,1396,1434,1473,1513,1554,1596,1639,1683
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199003,Mahatsinjo,1172,1204,1237,1271,1306,1341,1378,1415,1453,1492
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199004,Anjavidy,1358,1395,1434,1473,1513,1554,1596,1639,1684,1729
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199005,Ambohimalaza,1627,1672,1718,1765,1813,1862,1912,1964,2017,2072
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199006,Ambohikambana,1445,1485,1526,1568,1610,1654,1699,1744,1791,1840
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199007,Manohisoa,842,865,889,913,938,964,990,1016,1044,1072
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199008,Ambatotokana,1488,1529,1571,1614,1658,1703,1749,1796,1845,1895
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199009,Ambatondratsira,686,705,724,744,764,785,806,828,850,873
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199010,Ibonga Mahasoa,2308,2372,2437,2504,2572,2642,2713,2786,2861,2939
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199011,Soafiraisana,1316,1352,1390,1428,1466,1506,1547,1589,1632,1676
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199012,Fenomanana,1699,1746,1794,1843,1893,1945,1997,2051,2106,2163
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199013,Tsarahonenana,1014,1042,1071,1100,1130,1161,1192,1224,1257,1291
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199014,Anosiroa,1147,1179,1211,1244,1278,1313,1348,1385,1422,1460
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199015,Amboatavo,1023,1051,1080,1110,1140,1171,1202,1235,1268,1303
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199016,Ampotaka,1466,1506,1548,1590,1634,1678,1723,1770,1818,1867
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199017,Ambatoantrano,1177,1209,1243,1277,1312,1347,1384,1421,1459,1499
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199018,Alatsinainy Ankitsikitsika,2118,2176,2236,2298,2360,2424,2490,2557,2626,2697
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114199,Antsahalava,MG12114199019,Anosimihatsaranangodana,1441,1481,1522,1563,1606,1649,1694,1740,1787,1835
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230001,Ambodiriana,1179,1212,1245,1279,1314,1349,1386,1423,1462,1501
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230002,Iharana Andranomalaza,1512,1554,1596,1640,1685,1731,1777,1825,1875,1925
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230003,Antanetibe,931,957,983,1010,1037,1066,1094,1124,1154,1185
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230004,Morarano,912,937,963,989,1016,1044,1072,1101,1131,1161
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230005,Tsarahotiana,954,980,1007,1035,1063,1092,1121,1152,1183,1215
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230006,Ambohibary,398,409,420,432,444,456,468,480,493,507
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230007,Mitsinjosoa,644,662,680,699,718,737,757,777,798,820
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230008,Antsiriribe,543,558,573,589,605,621,638,656,673,691
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230009,Andrambiazina,1316,1352,1390,1428,1466,1506,1547,1589,1632,1676
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230010,Tsaramiafara,1110,1141,1172,1204,1237,1270,1305,1340,1376,1413
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230011,Ambalanosy,1404,1443,1482,1523,1565,1607,1650,1695,1741,1788
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114230,Ambodiriana,MG12114230012,Andohariana,1524,1566,1609,1653,1698,1744,1791,1840,1889,1940
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290001,Antsampandrano,704,723,743,764,784,806,828,850,873,896
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290002,Vohimena,542,557,572,588,604,620,637,654,672,690
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290003,Bevahona,754,775,796,818,840,863,886,910,935,960
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290004,Ankafotra,428,440,452,464,477,490,503,517,531,545
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290005,Ampongavato,607,624,641,658,676,695,713,733,753,773
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290006,Beronono,1002,1030,1058,1087,1117,1147,1178,1210,1242,1276
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290007,Antoby,575,591,607,624,641,658,676,694,713,732
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290008,Trafonomby,758,779,800,822,845,868,891,915,940,965
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290009,Ialasola,954,980,1007,1035,1063,1092,1121,1152,1183,1215
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290010,Anosifito,325,334,343,353,362,372,382,392,403,414
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290011,Antsampandrano Nord,1262,1297,1333,1369,1406,1444,1483,1523,1565,1607
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290012,Ambatomainty,930,956,982,1009,1036,1064,1093,1123,1153,1184
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290013,Ambohimitsara,1880,1932,1985,2039,2095,2152,2210,2270,2331,2394
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290014,Tsikalakalaina,986,1013,1041,1070,1099,1129,1159,1190,1222,1255
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290015,Bemasoandro,986,1013,1041,1070,1099,1129,1159,1190,1222,1255
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290016,Morarano Bilisy,567,583,599,615,632,649,666,684,703,722
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290017,Masinandriana,632,649,667,686,704,723,743,763,784,805
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290018,Ambohimahazo,914,939,965,992,1019,1046,1074,1103,1133,1164
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290019,Ankovotra,1440,1480,1520,1562,1605,1648,1693,1738,1785,1833
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290020,Anivorano,851,874,899,923,948,974,1000,1027,1055,1084
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290021,Masindrano,762,783,805,827,849,872,896,920,945,970
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290022,Anjoma,1467,1507,1549,1591,1635,1679,1724,1771,1819,1868
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290023,Ikotomanory,323,332,341,350,360,370,380,390,400,411
MG,Madagascar,MG12,Vakinankaratra,MG12114,Antanifotsy,MG12114290,Antsampandrano,MG12114290024,Ambatodidy Sud,1345,1382,1420,1459,1499,1539,1581,1624,1668,1713
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010001,Faratsiho,4500,4624,4751,4882,5015,5150,5290,5432,5579,5730
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010002,Soanierana,2400,2466,2534,2604,2674,2747,2821,2897,2975,3056
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010003,Dango,1601,1645,1690,1737,1784,1832,1882,1933,1985,2038
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010004,Fihaonana,959,985,1013,1040,1069,1098,1127,1158,1189,1221
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010005,Antanetibe,1879,1931,1984,2038,2094,2151,2209,2268,2330,2392
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010006,Ambodiala,1237,1271,1306,1342,1378,1416,1454,1493,1534,1575
MG,Madagascar,MG12,Vakinankaratra,MG12116,Faratsiho,MG12116010,Faratsiho,MG12116010007,Ambohipoloalina Antaboaka,1150,1182,1214,1248,1281,1316,1352,1388,1426,1464
